filename,id2,date,NDVI,blue,green,narrow_nir,nir,rdg_1,rdg_2,rdg_3,red,swir1,swir2
2_20190211T042921_20190211T043121_T45QYG_00000000000000000002,md_hannan_gong_fari,2/11/2019,0.478033148,644.3133333,908.94,2634.626667,2628.2,1196.7,2105.613333,2337.333333,927.1933333,2063.173333,1443.706667
2_20190221T042811_20190221T043725_T45QYG_00000000000000000002,md_hannan_gong_fari,2/21/2019,0.248875921,852.18,1131.68,2265.053333,2088,1313.986667,1879.773333,2135.46,1257.853333,2044.946667,1589.026667
2_20190226T042739_20190226T043910_T45QYG_00000000000000000002,md_hannan_gong_fari,2/26/2019,0.383019864,649.4933333,738.1466667,1810.44,1712.72,1017.28,1501.966667,1699.053333,764.5,1697.246667,1100.553333
2_20190303T042701_20190303T042658_T45QYG_00000000000000000002,md_hannan_gong_fari,3/3/2019,0.287829267,595.1266667,820.1266667,1836.666667,1581.866667,1132.626667,1559.54,1701.5,874.7933333,1820.98,1358.306667
2_20190308T042659_20190308T044054_T45QYG_00000000000000000002,md_hannan_gong_fari,3/8/2019,0.306406794,841.2933333,1037.36,2092.666667,1984.08,1269.02,1762.4,1979.426667,1053.32,2229.74,1771.446667
2_20190323T042701_20190323T043918_T45QYG_00000000000000000002,md_hannan_gong_fari,3/23/2019,0.26078212,883.5866667,1239.12,2582.033333,2303.706667,1529.38,2268.386667,2485.546667,1354.8,2351.82,1832.133333
2_20190328T042709_20190328T043805_T45QYG_00000000000000000002,md_hannan_gong_fari,3/28/2019,0.246011147,924.1,1277.76,2726.146667,2409.4,1625.226667,2290.086667,2586.88,1459.426667,2646.26,2166.366667
2_20190407T042709_20190407T044140_T45QYG_00000000000000000002,md_hannan_gong_fari,4/7/2019,0.315610807,537.8533333,773.1333333,2331.3,1719.306667,1123.733333,1854.8,2089.793333,894.46,1915.373333,1321.493333
2_20190412T042711_20190412T042705_T45QYG_00000000000000000002,md_hannan_gong_fari,4/12/2019,0.288312945,716.94,961.0466667,2466.78,1840.88,1277.946667,1989.266667,2243.506667,1008.866667,2008.686667,1373.413333
2_20190417T042709_20190417T043607_T45QYG_00000000000000000002,md_hannan_gong_fari,4/17/2019,0.283435744,814.6066667,1182.653333,2935.373333,2421.293333,1472.673333,2331.353333,2706.58,1354.666667,2575.326667,1902.353333
2_20190422T042711_20190422T043605_T45QYG_00000000000000000002,md_hannan_gong_fari,4/22/2019,0.265315762,1004.413333,1495.653333,3264.433333,2929.066667,1690,2779.84,3095.253333,1703.4,2720.52,2034.626667
2_20190427T042709_20190427T044045_T45QYG_00000000000000000002,md_hannan_gong_fari,4/27/2019,0.341043457,1184.68,1426.04,3207.66,2872.92,1690.986667,2582.406667,3022.913333,1410.586667,2901.24,2155.52
2_20190502T042711_20190502T042707_T45QYG_00000000000000000002,md_hannan_gong_fari,5/2/2019,0.430453283,1165.706667,1604.693333,4129.16,3800.106667,1927.846667,3466.9,3861.26,1512.813333,3195.286667,2215.513333
2_20190507T042709_20190507T043011_T45QYG_00000000000000000002,md_hannan_gong_fari,5/7/2019,0.747125679,367.1933333,965.1133333,4010.866667,4082.013333,1462.1,3340.193333,3917.84,590.7,2644.14,1530.333333
2_20190512T042711_20190512T042707_T45QYG_00000000000000000002,md_hannan_gong_fari,5/12/2019,0.50155521,1376,1560,3840,3862,1838,3293,3741,1282,2680,1702
2_20190517T042709_20190517T043610_T45QYG_00000000000000000002,md_hannan_gong_fari,5/17/2019,0.703857886,844.5333333,1153.28,4337.3,4405.093333,1475.52,3531.486667,4118.573333,765.5133333,2628.486667,1470.84
2_20190522T042711_20190522T043836_T45QYG_00000000000000000002,md_hannan_gong_fari,5/22/2019,0.742939771,791.14,1169.333333,4792.266667,4987.306667,1437.6,3783.2,4306.466667,735.6533333,2756.026667,1541.926667
2_20190527T042709_20190527T044047_T45QYG_00000000000000000002,md_hannan_gong_fari,5/27/2019,0.741955204,866.7866667,1157.32,4668.16,4920.346667,1481.626667,3686.333333,4477.94,728.94,2771.353333,1530.4
2_20190601T042711_20190601T043947_T45QYG_00000000000000000002,md_hannan_gong_fari,6/1/2019,0.857432455,273.1866667,822.6533333,4755.14,5251.173333,1326.893333,3797.953333,4368.646667,403.3466667,2571.906667,1385.873333
2_20190611T042711_20190611T042706_T45QYG_00000000000000000002,md_hannan_gong_fari,6/11/2019,0.775812309,725.4866667,1108.893333,4710.473333,5138.346667,1463.253333,3840.593333,4377.386667,647.5466667,2718.753333,1474.94
2_20181223T043201_20181223T043736_T45QYG_00000000000000000003,md_jafor_mon_domra_f,12/23/2018,0.519249775,659.1420765,866.2021858,2100.786885,2209.901639,1052.409836,1778.273224,1943.382514,697.9562842,1592.15847,968.6338798
2_20181228T043209_20181228T043927_T45QYG_00000000000000000003,md_jafor_mon_domra_f,12/28/2018,0.591271084,631.852459,815.7322404,2164.409836,2640.52459,1035.519126,1875.344262,2094.240437,676.1803279,1613.852459,968.0819672
2_20190102T043151_20190102T043514_T45QYG_00000000000000000003,md_jafor_mon_domra_f,1/2/2019,0.569343275,544.4918033,761.8415301,2337.180328,2338.349727,1076.005464,1834.010929,2092,640.568306,1610.131148,958.3661202
2_20190107T043149_20190107T043708_T45QYG_00000000000000000003,md_jafor_mon_domra_f,1/7/2019,0.684298734,455.8360656,679.4043716,2377,2849.781421,1028.404372,1978.693989,2190.655738,532.9726776,1729.333333,1016.535519
2_20190112T043141_20190112T043642_T45QYG_00000000000000000003,md_jafor_mon_domra_f,1/12/2019,0.516413136,854.1038251,974.8142077,2198.770492,2486.863388,1188.076503,1876.284153,2110.562842,793,1571.961749,925.8579235
2_20190117T043119_20190117T043639_T45QYG_00000000000000000003,md_jafor_mon_domra_f,1/17/2019,0.57933237,729.0983607,858.2622951,2293.262295,2633.114754,1083.234973,1897.907104,2106.20765,701.0382514,1603.256831,922.8797814
2_20190122T043101_20190122T043322_T45QYG_00000000000000000003,md_jafor_mon_domra_f,1/22/2019,0.65232818,547.1202186,761.9945355,2419.120219,2794.994536,1038.540984,2077.234973,2192.213115,587.6885246,1559.169399,911.0874317
2_20190127T043039_20190127T043627_T45QYG_00000000000000000003,md_jafor_mon_domra_f,1/27/2019,0.658668622,660.8579235,856.9180328,2634.52459,2979.978142,1091.89071,2144.775956,2430.846995,612.7322404,1748.032787,1034.448087
2_20190201T043011_20190201T044135_T45QYG_00000000000000000003,md_jafor_mon_domra_f,2/1/2019,0.776228353,398.8142077,663.3005464,2829.819672,3465.234973,964.9453552,2253.087432,2488.284153,436.4043716,1613.901639,888.0655738
2_20190206T042949_20190206T043539_T45QYG_00000000000000000003,md_jafor_mon_domra_f,2/6/2019,0.715803055,604.4699454,812.2404372,2836.622951,3426.338798,1018.846995,2237.038251,2610.775956,567.3661202,1701,959.0710383
2_20190211T042921_20190211T043121_T45QYG_00000000000000000003,md_jafor_mon_domra_f,2/11/2019,0.793734624,427.9125683,714.7322404,3190.092896,3894.95082,1030.513661,2542.224044,2854.814208,447.8579235,1680.84153,937.1967213
2_20190221T042811_20190221T043725_T45QYG_00000000000000000003,md_jafor_mon_domra_f,2/21/2019,0.747093966,504.1857923,783.7759563,2958.912568,3536.939891,1069.191257,2467.688525,2844.387978,512,1751.016393,1020.568306
2_20190226T042739_20190226T043910_T45QYG_00000000000000000003,md_jafor_mon_domra_f,2/26/2019,0.454323002,994,1484,3326,3566,1813,2814,3192,1338,2171,1436
2_20190303T042701_20190303T042658_T45QYG_00000000000000000003,md_jafor_mon_domra_f,3/3/2019,0.696388079,540.6721311,814.1420765,2869.322404,3145.956284,1197,2416.016393,2575.31694,563.0601093,1854.355191,1114.868852
2_20190308T042659_20190308T044054_T45QYG_00000000000000000003,md_jafor_mon_domra_f,3/8/2019,0.528153008,712.0437158,925.2677596,2465.519126,2568.262295,1234.715847,2042.754098,2227.076503,791.8469945,2131.819672,1356.262295
2_20190323T042701_20190323T043918_T45QYG_00000000000000000003,md_jafor_mon_domra_f,3/23/2019,0.228084766,876.010929,1184,2237.781421,2075.803279,1368.021858,1943.202186,2113.710383,1304.928962,2062.333333,1653.103825
2_20190328T042709_20190328T043805_T45QYG_00000000000000000003,md_jafor_mon_domra_f,3/28/2019,0.206924516,834.9836066,1144.896175,2225.169399,2063.978142,1452.469945,1811.185792,2019.420765,1354.743169,2315.852459,1848.912568
2_20190407T042709_20190407T044140_T45QYG_00000000000000000003,md_jafor_mon_domra_f,4/7/2019,0.285970417,471.8306011,725.5519126,1790.617486,1459.639344,1081.956284,1509.923497,1680.852459,806.1202186,1719.163934,1195.754098
2_20190412T042711_20190412T042705_T45QYG_00000000000000000003,md_jafor_mon_domra_f,4/12/2019,0.269845519,739.7322404,1031.628415,2296.311475,1837.060109,1336.174863,1877.748634,2029.300546,1056.52459,2063.213115,1459.590164
2_20190417T042709_20190417T043607_T45QYG_00000000000000000003,md_jafor_mon_domra_f,4/17/2019,0.305326368,719.8688525,1067.464481,2547.612022,2236.983607,1457.661202,2242.868852,2360.590164,1191.04918,2442.934426,1698.15847
2_20190422T042711_20190422T043605_T45QYG_00000000000000000003,md_jafor_mon_domra_f,4/22/2019,0.308915416,829.0874317,1247.213115,2863.666667,2538.907104,1550.20765,2388.262295,2602.191257,1342.546448,2493.448087,1820.027322
2_20190427T042709_20190427T044045_T45QYG_00000000000000000003,md_jafor_mon_domra_f,4/27/2019,0.331794043,1123.103825,1293.628415,2632.163934,2458.491803,1552.311475,2211.360656,2533.666667,1233.508197,2507.863388,1881.934426
2_20190502T042711_20190502T042707_T45QYG_00000000000000000003,md_jafor_mon_domra_f,5/2/2019,0.32733638,1201.136612,1590.644809,3542.513661,3163.770492,1968.087432,2953.349727,3252.540984,1603.57377,2979.666667,2165.382514
2_20190507T042709_20190507T043011_T45QYG_00000000000000000003,md_jafor_mon_domra_f,5/7/2019,0.48474778,615.5901639,965.5628415,3034.601093,2750.939891,1403.349727,2499.202186,2868.68306,955.4153005,2425.748634,1579.398907
2_20190512T042711_20190512T042707_T45QYG_00000000000000000003,md_jafor_mon_domra_f,5/12/2019,0.393158954,1478,1648,3655,3462,1998,3034,3384,1508,2796,1847
2_20190517T042709_20190517T043610_T45QYG_00000000000000000003,md_jafor_mon_domra_f,5/17/2019,0.529276402,896.7923497,1119.912568,3204.52459,2933.136612,1424.103825,2569.491803,3088.300546,900.5191257,2218.819672,1324
2_20190522T042711_20190522T043836_T45QYG_00000000000000000003,md_jafor_mon_domra_f,5/22/2019,0.530460236,1081.420765,1284.513661,3828.661202,3519.04918,1556.377049,3009.797814,3404.147541,1080.983607,2611.174863,1645.459016
2_20190527T042709_20190527T044047_T45QYG_00000000000000000003,md_jafor_mon_domra_f,5/27/2019,0.596860861,1074.163934,1218.568306,3641.786885,3636.131148,1499.180328,3084.311475,3606.781421,914.8306011,2402.47541,1390.371585
2_20190601T042711_20190601T043947_T45QYG_00000000000000000003,md_jafor_mon_domra_f,6/1/2019,0.75640961,408.1639344,923.3606557,4392.174863,4446.469945,1467.087432,3577.530055,4036.857923,613.284153,2415.562842,1359.398907
2_20190611T042711_20190611T042706_T45QYG_00000000000000000003,md_jafor_mon_domra_f,6/11/2019,0.607718127,785.5628415,1010.10929,2850.284153,3028.174863,1129.808743,2447.180328,2662.382514,737.273224,1513.846995,841
2_20181223T043201_20181223T043736_T45QZG_00000000000000000005,md_jinna_shei_joyd_f,12/23/2018,0.363979732,699.3296089,919.1452514,2166.044693,1956.189944,1284.189944,1818.195531,2075.005587,910.5418994,2258.47486,1767.441341
2_20181223T043201_20181223T043736_T46QBM_00000000000000000005,md_jinna_shei_joyd_f,12/23/2018,0.329068909,751.3448276,963.1666667,2116,1882.804598,1283,1811,2053,945.816092,2225,1729
2_20181228T043209_20181228T043927_T46QBM_00000000000000000005,md_jinna_shei_joyd_f,12/28/2018,0.312132247,1029.178161,1204.471264,2416,2343.390805,1516,2013,2147,1227.275862,2660,2324
2_20181228T043209_20181228T043927_T45QZG_00000000000000000005,md_jinna_shei_joyd_f,12/28/2018,0.336006244,1000.106145,1165.743017,2399.972067,2410.569832,1502.184358,2042.927374,2185.815642,1195.162011,2627.96648,2269.201117
2_20190102T043151_20190102T043514_T45QZG_00000000000000000005,md_jinna_shei_joyd_f,1/2/2019,0.25939207,832.8044693,1183.944134,2469.100559,2254.927374,1512.301676,2073.178771,2255.413408,1330.357542,2759.106145,2324.899441
2_20190102T043151_20190102T043514_T46QBM_00000000000000000005,md_jinna_shei_joyd_f,1/2/2019,0.242087225,855.637931,1215.551724,2458,2239.534483,1558,2043,2253,1369.402299,2802,2413
2_20190107T043149_20190107T043708_T46QBM_00000000000000000005,md_jinna_shei_joyd_f,1/7/2019,0.291445325,857.5172414,1187.574713,2454,2322.574713,1550,2042,2234,1276.356322,2907,2553
2_20190107T043149_20190107T043708_T45QZG_00000000000000000005,md_jinna_shei_joyd_f,1/7/2019,0.307965451,818.6592179,1132.178771,2494.921788,2293.843575,1514.597765,2082.631285,2282.463687,1218.122905,2844.698324,2430.217877
2_20190112T043141_20190112T043642_T46QBM_00000000000000000005,md_jinna_shei_joyd_f,1/12/2019,0.322049176,973.5862069,1192.954023,2528,2383.206897,1523,2098,2273,1221.62069,2622,2205
2_20190112T043141_20190112T043642_T45QZG_00000000000000000005,md_jinna_shei_joyd_f,1/12/2019,0.333992208,947.0055866,1164.681564,2536.072626,2378.446927,1519.553073,2136.564246,2316.502793,1187.206704,2591,2116.145251
2_20190117T043119_20190117T043639_T46QBM_00000000000000000005,md_jinna_shei_joyd_f,1/17/2019,0.306900943,977.3908046,1191.436782,2382,2294.712644,1518,2078,2271,1217.712644,2731,2351
2_20190117T043119_20190117T043639_T45QZG_00000000000000000005,md_jinna_shei_joyd_f,1/17/2019,0.314292661,944.7709497,1167.865922,2442.776536,2266.826816,1486.692737,2099.558659,2314.960894,1183.798883,2648.374302,2241
2_20190122T043101_20190122T043322_T46QBM_00000000000000000005,md_jinna_shei_joyd_f,1/22/2019,0.266671659,837.7758621,1137.632184,2270,2199.632184,1500,1979,2240,1273.034483,2715,2287
2_20190122T043101_20190122T043322_T45QZG_00000000000000000005,md_jinna_shei_joyd_f,1/22/2019,0.264038452,831.698324,1131.463687,2363.793296,2179.854749,1440.715084,2029.418994,2314.396648,1268.782123,2626.575419,2152.122905
2_20190127T043039_20190127T043627_T45QZG_00000000000000000005,md_jinna_shei_joyd_f,1/27/2019,0.272700273,1086.189944,1298.189944,2444.290503,2284.458101,1546.212291,2125.162011,2324.843575,1305.307263,2693.027933,2294.27933
2_20190127T043039_20190127T043627_T46QBM_00000000000000000005,md_jinna_shei_joyd_f,1/27/2019,0.274624607,1089.528736,1289.287356,2418,2290.126437,1574,2101,2264,1302.632184,2763,2380
2_20190201T043011_20190201T044135_T46QBM_00000000000000000005,md_jinna_shei_joyd_f,2/1/2019,0.293283484,798.6264368,1107.275862,2504,2299.816092,1501,2061,2316,1256.83908,2663,2161
2_20190201T043011_20190201T044135_T45QZG_00000000000000000005,md_jinna_shei_joyd_f,2/1/2019,0.296156974,760.3854749,1089.351955,2694.061453,2316.659218,1450.005587,2198.078212,2484.916201,1258.52514,2597.184358,2019.614525
2_20190206T042949_20190206T043539_T45QZG_00000000000000000005,md_jinna_shei_joyd_f,2/6/2019,0.30902823,824.3631285,993.9832402,2259.625698,1926.826816,1308.776536,1818.463687,2023.888268,1017.083799,2318.73743,1788.318436
2_20190206T042949_20190206T043539_T46QBM_00000000000000000005,md_jinna_shei_joyd_f,2/6/2019,0.309639395,816.1494253,985.3103448,2206,1914.643678,1292,1741,1904,1008.683908,2352,1813
2_20190211T042921_20190211T043121_T46QBM_00000000000000000005,md_jinna_shei_joyd_f,2/11/2019,0.333830963,705.0632184,1020.551724,2498,2259.54023,1474,2193,2343,1124.931034,2547,1940
2_20190211T042921_20190211T043121_T45QZG_00000000000000000005,md_jinna_shei_joyd_f,2/11/2019,0.3483028,700.2011173,1024.502793,2652.893855,2327.988827,1463.128492,2253.452514,2480.195531,1123.865922,2521.564246,1909.849162
2_20190221T042811_20190221T043725_T46QBM_00000000000000000005,md_jinna_shei_joyd_f,2/21/2019,0.303562685,907.5057471,1150.885057,2388,2285.977011,1464,2014,2234,1224.264368,2372,1944
2_20190221T042811_20190221T043725_T45QZG_00000000000000000005,md_jinna_shei_joyd_f,2/21/2019,0.287877602,926.3351955,1180.27933,2410.625698,2276.569832,1447.22905,2051.944134,2260.726257,1262.256983,2352.061453,1914.273743
2_20190303T042701_20190303T042658_T46QBM_00000000000000000005,md_jinna_shei_joyd_f,3/3/2019,0.555614644,609.0172414,918.4770115,2519,2658.908046,1351,2317,2330,758.1034483,2177,1580
2_20190303T042701_20190303T042658_T45QZG_00000000000000000005,md_jinna_shei_joyd_f,3/3/2019,0.560416,601.5251397,922.6480447,2444.452514,2630.223464,1337.307263,2237.575419,2287.005587,740.9608939,2195.134078,1625.385475
2_20190308T042659_20190308T044054_T46QBM_00000000000000000005,md_jinna_shei_joyd_f,3/8/2019,0.627579684,617.9137931,934.3793103,3018,3195.005747,1287,2616,2969,731.0172414,2483,1789
2_20190308T042659_20190308T044054_T45QZG_00000000000000000005,md_jinna_shei_joyd_f,3/8/2019,0.640325086,580.726257,917.5698324,2913.592179,3231.47486,1329.178771,2511.083799,2836.882682,706.5083799,2480.424581,1809.994413
2_20190323T042701_20190323T043918_T46QBM_00000000000000000005,md_jinna_shei_joyd_f,3/23/2019,0.715270499,490.2586207,914.1954023,3843,3670.12069,1389,3121,3524,609.1609195,2546,1473
2_20190323T042701_20190323T043918_T45QZG_00000000000000000005,md_jinna_shei_joyd_f,3/23/2019,0.709745907,501.8100559,933.7653631,3644.882682,3686.536313,1416.01676,3019.078212,3412.374302,625.8156425,2559.921788,1533.921788
2_20190328T042709_20190328T043805_T46QBM_00000000000000000005,md_jinna_shei_joyd_f,3/28/2019,0.743140763,408.0287356,856.9310345,4083,3942.655172,1391,3370,3879,581.4885057,2647,1690
2_20190328T042709_20190328T043805_T45QZG_00000000000000000005,md_jinna_shei_joyd_f,3/28/2019,0.737160882,422.5083799,864.8268156,3879.921788,3922.089385,1431.083799,3221.77095,3698.849162,593.5642458,2674.75419,1749.111732
2_20190402T042701_20190402T044018_T46QBM_00000000000000000005,md_jinna_shei_joyd_f,4/2/2019,0.670608338,758.4252874,1066.724138,3874,3740.241379,1459,3246,3660,737.3390805,2422,1362
2_20190402T042701_20190402T044018_T45QZG_00000000000000000005,md_jinna_shei_joyd_f,4/2/2019,0.666178596,742.8324022,1050.268156,3717.72067,3716.960894,1473.620112,3137.027933,3503.324022,744.5530726,2442.268156,1417.603352
2_20190407T042709_20190407T044140_T46QBM_00000000000000000005,md_jinna_shei_joyd_f,4/7/2019,0.749680375,516.2298851,934.3390805,4210,4341.310345,1617,3412,4025,619.1494253,2268,1217
2_20190407T042709_20190407T044140_T45QZG_00000000000000000005,md_jinna_shei_joyd_f,4/7/2019,0.743665986,511.3072626,929.6536313,4130.173184,4324.648045,1595.871508,3357.329609,3950.854749,634.698324,2296.608939,1243.329609
2_20190417T042709_20190417T043607_T46QBM_00000000000000000005,md_jinna_shei_joyd_f,4/17/2019,0.851565452,283.4770115,802.2356322,4382,4480.528736,1219,3402,4012,358.6034483,2278,1198
2_20190417T042709_20190417T043607_T45QZG_00000000000000000005,md_jinna_shei_joyd_f,4/17/2019,0.854715221,255.027933,769.5139665,4232.201117,4387.910615,1233.932961,3271.50838,3872.670391,343.7988827,2324.843575,1257.340782
2_20190422T042711_20190422T043605_T45QZG_00000000000000000005,md_jinna_shei_joyd_f,4/22/2019,0.787755025,302.6536313,747.0893855,4029.882682,3944.905028,1370.631285,3175.916201,3691.98324,462.6815642,2481.72067,1429.212291
2_20190422T042711_20190422T043605_T46QBM_00000000000000000005,md_jinna_shei_joyd_f,4/22/2019,0.793351089,316.454023,784.2068966,4074,4077.218391,1358,3229,3704,465.5977011,2441,1366
2_20190427T042709_20190427T044045_T45QZG_00000000000000000005,md_jinna_shei_joyd_f,4/27/2019,0.445883656,1274.435754,1362.268156,2894.698324,2786.424581,1468.424581,2461.620112,2769.905028,1067.832402,1669.877095,961.1620112
2_20190427T042709_20190427T044045_T46QBM_00000000000000000005,md_jinna_shei_joyd_f,4/27/2019,0.446362504,1285.54023,1373.666667,2991,2793.264368,1485,2525,2864,1069.011494,1653,952
2_20190502T042711_20190502T042707_T46QBM_00000000000000000005,md_jinna_shei_joyd_f,5/2/2019,0.39991968,1280.482759,1414.609195,3436,3170.022989,1942,2958,3199,1358.712644,2553,1932
2_20190502T042711_20190502T042707_T45QZG_00000000000000000005,md_jinna_shei_joyd_f,5/2/2019,0.393347883,1290.011173,1406.793296,3432.117318,3136.960894,1936.363128,2941.564246,3181.804469,1365.810056,2550.731844,1929.96648
2_20190507T042709_20190507T043011_T45QZG_00000000000000000005,md_jinna_shei_joyd_f,5/7/2019,0.582478436,423.7094972,897.4748603,3619.273743,3230.553073,1494.988827,2828.134078,3260.044693,845.6424581,2569.03352,1583.351955
2_20190507T042709_20190507T043011_T46QBM_00000000000000000005,md_jinna_shei_joyd_f,5/7/2019,0.500401988,827.591954,1097.816092,3183,2926.586207,1498,2573,2959,971.4597701,2414,1527
2_20190527T042709_20190527T044047_T46QBM_00000000000000000005,md_jinna_shei_joyd_f,5/27/2019,0.268484653,971.137931,1190.758621,2370,2139.356322,1630,2046,2300,1233.275862,2556,1940
2_20190527T042709_20190527T044047_T45QZG_00000000000000000005,md_jinna_shei_joyd_f,5/27/2019,0.265934445,975.6201117,1195.26257,2417.614525,2157.72067,1656.441341,2093.385475,2319.821229,1250.670391,2582.681564,1965.240223
2_20190611T042711_20190611T042706_T46QBM_00000000000000000005,md_jinna_shei_joyd_f,6/11/2019,0.557785922,887.2011494,1193.528736,3482,3160.902299,1609,2929,3284,898.0689655,2732,1674
2_20190611T042711_20190611T042706_T45QZG_00000000000000000005,md_jinna_shei_joyd_f,6/11/2019,0.542034108,910.0391061,1211.027933,3501.944134,3180.134078,1622.072626,2934.067039,3305.368715,944.9329609,2761.234637,1729.687151
2_20190621T042711_20190621T043605_T46QBM_00000000000000000005,md_jinna_shei_joyd_f,6/21/2019,0.718297113,647.1896552,1055.33908,4412,4034.770115,1589,3634,4099,660.4252874,3025,1868
2_20190621T042711_20190621T043605_T45QZG_00000000000000000005,md_jinna_shei_joyd_f,6/21/2019,0.716248138,646.4022346,1070.603352,4306.061453,4064.368715,1691.72067,3555.128492,4023.335196,670.7430168,3101.268156,2004.592179
